ID,国語,数学,英語,理科,社会,体育
20155300,61,86,85,95,30,0
20155301,66,18,47,68,21,51
20155302,83,87,20,87,46,64
20155303,40,28,68,15,14,79
20155304,90,63,89,27,14,28
20155305,51,80,47,78,61,53
20155306,52,48,49,90,81,72
20155307,30,99,40,46,42,25
20155308,47,58,53,57,5,18
20155309,83,5,85,67,0,31
20155310,40,10,95,83,81,9
20155311,10,95,11,3,79,97
20155312,27,96,34,66,26,51
20155313,4,48,99,9,75,30
20155314,80,0,33,24,69,3
20155315,14,24,52,98,71,30
20155316,54,26,35,12,34,48
20155317,36,20,29,88,71,95
20155318,34,56,65,90,98,65
20155319,52,73,90,57,3,25
20155320,39,93,82,28,54,69
20155321,76,54,43,75,23,95
20155322,52,14,25,35,66,43
20155323,6,56,39,32,43,52
20155324,63,65,44,18,62,92
20155325,55,79,31,22,81,67
20155326,43,29,3,1,55,9
20155327,21,59,95,98,47,59
20155328,74,32,95,51,1,23
20155329,38,33,92,40,10,47
20155330,22,71,68,64,79,54
20155331,42,85,42,41,32,11
20155332,62,94,89,66,65,67
20155333,73,32,80,29,42,33
20155334,4,53,23,27,24,95
20155335,8,99,97,35,13,97
20155336,1,29,11,9,77,69
20155337,84,69,2,40,86,11
20155338,7,70,16,37,36,60
20155339,62,8,29,67,28,47
20155340,90,26,5,89,41,93
20155341,14,30,12,53,74,31
20155342,44,40,78,17,99,48
20155343,4,97,54,9,85,42
20155344,23,64,24,15,55,85
20155345,71,98,24,5,50,91
20155346,16,23,60,77,40,47
20155347,88,15,39,87,81,57
20155348,37,70,8,39,59,2
20155349,99,54,36,99,81,49
20155350,34,74,42,57,95,51
20155351,81,89,28,87,29,18
20155352,10,79,25,24,8,57
20155353,82,14,93,31,93,78
20155354,86,39,42,46,68,26
20155355,49,43,67,38,1,13
20155356,45,75,65,65,24,22
20155357,28,97,30,22,11,53
20155358,64,35,31,65,27,24
20155359,32,12,56,95,75,71
20155360,93,9,44,25,59,6
20155361,27,16,63,33,92,45
20155362,96,10,85,98,35,45
20155363,10,87,89,99,22,60
20155364,34,54,94,98,9,94
20155365,21,61,17,39,90,64
20155366,41,40,89,39,77,60
20155367,79,61,14,22,70,91
20155368,29,73,52,19,81,91
20155369,43,77,85,49,40,64
20155370,51,2,35,99,3,60
20155371,25,70,74,80,72,8
20155372,57,67,87,40,20,5
20155373,98,32,66,65,70,75
20155374,43,41,98,45,10,89
20155375,71,91,18,62,36,66
20155376,75,95,20,22,66,86
20155377,5,26,45,8,32,52
20155378,47,8,65,27,58,48
20155379,70,19,86,16,3,36
20155380,75,51,86,77,96,21
20155381,74,58,98,8,58,12
20155382,11,11,38,64,43,73
20155383,41,51,53,51,60,57
20155384,7,80,44,33,23,5
20155385,58,18,63,1,88,8
20155386,54,25,69,89,13,7
20155387,80,4,41,25,68,83
20155388,44,97,62,85,44,88
20155389,17,87,3,64,91,89
20155390,88,89,44,97,26,70
20155391,66,42,7,45,79,79
20155392,54,63,8,43,30,59
20155393,98,1,80,97,30,67
20155394,9,7,31,12,32,26
20155395,78,31,15,79,70,84
20155396,13,2,44,98,81,10
20155397,26,69,11,93,42,97
20155398,6,29,74,34,23,73
20155399,2,74,25,23,54,4
20155400,54,42,69,87,90,7
20155401,35,5,82,4,79,33
20155402,11,78,82,81,86,35
20155403,85,15,36,6,98,85
20155404,59,68,25,11,98,48
20155405,54,79,65,56,72,58
20155406,27,79,61,97,66,64
20155407,22,16,7,83,18,62
20155408,19,91,25,16,89,55
20155409,35,36,84,43,12,26
20155410,54,26,17,79,13,80
20155411,97,13,12,11,68,24
20155412,36,39,25,20,26,3
20155413,24,34,10,94,18,45
20155414,11,38,33,33,38,26
20155415,78,0,66,95,25,29
20155416,43,95,16,0,65,9
20155417,2,62,79,64,5,76
20155418,43,91,41,73,52,90
20155419,23,64,2,51,35,18
20155420,28,1,7,65,0,87
20155421,42,57,48,59,15,4
20155422,98,12,14,63,27,16
20155423,76,86,74,85,20,95
20155424,40,40,4,75,62,67
20155425,71,27,31,96,12,90
20155426,11,35,54,97,48,74
20155427,35,44,80,18,49,15
20155428,12,28,93,48,87,74
20155429,85,76,54,14,58,9
20155430,60,9,89,26,8,82
20155431,49,22,83,3,22,60
20155432,53,79,43,66,39,83
20155433,58,54,95,43,61,20
20155434,36,54,37,37,13,55
20155435,52,37,88,88,8,79
20155436,49,63,39,82,30,29
20155437,85,56,70,25,51,24
20155438,83,79,33,1,31,78
20155439,89,23,83,24,46,24
20155440,52,71,34,41,38,1
20155441,68,40,88,22,36,29
20155442,38,47,78,48,62,3
20155443,37,75,97,43,78,8
20155444,20,91,60,31,29,72
20155445,51,5,35,64,32,78
20155446,74,55,17,69,46,35
20155447,97,25,29,72,45,96
20155448,60,49,58,17,39,26
20155449,0,50,61,50,13,11
20155450,7,10,37,85,57,16
20155451,53,11,78,59,54,41
20155452,53,85,94,99,55,93
20155453,16,93,97,45,90,37
20155454,30,9,78,6,60,38
20155455,56,73,20,99,64,68
20155456,60,85,46,86,10,48
20155457,74,37,33,35,55,49
20155458,24,45,33,63,60,48
20155459,79,49,6,2,63,10
20155460,36,44,77,60,90,14
20155461,35,57,58,50,5,23
20155462,65,67,46,15,40,50
20155463,29,62,98,70,92,53
20155464,65,94,37,86,89,65
20155465,44,23,1,32,64,70
20155466,6,32,77,63,65,36
20155467,99,87,4,41,86,19
20155468,29,95,65,43,62,52
20155469,29,78,19,55,33,11
20155470,6,66,21,37,5,59
20155471,6,74,47,13,4,89
20155472,82,54,70,44,7,39
20155473,43,9,46,95,63,94
20155474,96,88,79,41,65,74
20155475,95,71,20,51,25,8
20155476,14,33,58,64,86,31
20155477,3,48,31,59,53,74
20155478,39,31,99,79,92,49
20155479,8,83,96,11,22,80
20155480,36,8,65,87,55,27
20155481,2,7,76,84,14,13
20155482,86,64,33,86,89,72
20155483,1,52,58,75,7,66
20155484,81,38,38,7,82,3
20155485,9,13,99,17,43,24
20155486,81,21,55,78,80,42
20155487,6,15,43,13,68,1
20155488,71,69,41,25,83,0
20155489,70,93,26,97,67,41
20155490,46,38,63,79,61,39
20155491,66,37,30,64,97,79
20155492,46,37,46,2,33,89
20155493,45,2,40,13,76,87
20155494,94,99,38,36,49,77
20155495,41,43,98,74,93,63
20155496,77,68,42,6,84,31
20155497,97,92,0,25,67,60
20155498,40,94,82,85,30,32
20155499,42,32,12,87,39,86
20155500,81,63,71,48,82,4
20160001,6,37,20,33,29,58
20160002,92,5,74,61,38,58
20160003,88,2,68,96,19,35
20160004,15,72,23,1,2,87
20160005,83,43,99,75,48,65
20160006,61,72,29,42,29,63
20160007,20,24,56,39,6,45
20160008,58,60,11,86,88,8
20160009,1,58,65,91,62,5
20160010,43,8,78,65,41,37
20160011,6,41,69,88,58,24
20160012,15,80,59,25,42,94
20160013,29,90,52,20,11,30
20160014,26,39,89,94,82,25
20160015,12,91,97,14,31,30
20160016,76,6,59,35,12,37
20160017,63,95,63,6,69,84
20160018,7,85,82,15,91,63
20160019,50,34,96,49,42,34
20160020,18,5,58,36,67,37
20160021,13,21,92,54,36,43
20160022,17,75,20,34,63,22
20160023,76,16,12,92,1,50
20160024,33,32,17,0,26,75
20160025,79,42,10,97,73,91
20160026,30,42,47,98,59,92
20160027,0,55,91,14,78,67
20160028,85,84,8,40,56,63
20160029,98,93,69,41,31,30
20160030,57,65,70,33,36,21
20160031,81,27,51,57,64,96
20160032,95,24,88,74,90,82
20160033,97,13,88,79,11,68
20160034,40,3,53,59,99,93
20160035,54,41,8,12,18,23
20160036,70,57,15,9,88,53
20160037,82,21,64,40,20,22
20160038,82,59,30,65,3,46
20160039,78,10,32,30,7,73
20160040,24,5,30,25,18,15
20160041,15,52,93,54,39,40
20160042,83,4,39,4,41,50
20160043,4,93,1,82,95,61
20160044,57,15,8,24,33,99
20160045,88,90,40,5,72,97
20160046,64,29,82,17,42,42
20160047,67,30,29,27,7,89
20160048,95,55,18,4,83,42
20160049,75,56,82,16,2,2
20160050,15,77,0,7,74,41
20160051,80,61,25,18,19,56
20160052,74,37,53,84,97,44
20160053,98,81,48,60,44,81
20160054,26,11,39,60,70,31
20160055,54,35,37,17,23,30
20160056,77,34,55,59,91,55
20160057,26,60,29,58,98,38
20160058,23,16,68,61,17,7
20160059,54,75,28,38,66,12
20160060,60,26,52,31,13,62
20160061,85,21,0,43,34,60
20160062,14,68,9,6,23,63
20160063,65,93,36,7,7,2
20160064,60,84,45,44,5,84
20160065,42,54,1,99,57,72
20160066,67,78,9,45,58,17
20160067,26,11,28,23,60,12
20160068,17,71,88,9,7,26
20160069,7,25,67,48,88,82
20160070,55,30,90,15,42,37
20160071,24,20,67,28,28,20
20160072,25,37,28,12,40,15
20160073,69,14,59,42,68,38
20160074,12,29,42,71,83,26
20160075,82,96,28,45,94,39
20160076,18,99,71,27,80,99
20160077,43,9,39,98,16,36
20160078,92,94,3,95,24,96
20160079,71,92,1,8,64,86
20160080,90,22,36,13,78,27
20160081,65,23,90,76,6,82
20160082,31,42,90,10,8,99
20160083,17,5,32,98,7,85
20160084,59,63,60,29,97,62
20160085,20,21,69,10,30,86
20160086,80,37,77,57,6,76
20160087,9,94,96,53,44,14
20160088,2,11,36,4,45,28
20160089,72,78,91,48,84,3
20160090,30,64,83,58,18,6
20160091,0,82,27,27,52,3
20160092,69,71,27,67,39,87
20160093,86,12,70,75,74,36
20160094,13,16,38,39,45,17
20160095,94,74,57,99,99,30
20160096,34,98,76,61,77,76
20160097,7,25,95,39,33,20
20160098,23,93,2,60,41,94
20160099,19,99,53,57,34,96
20160100,11,47,72,20,91,40
20160101,54,11,27,25,99,76
20160102,66,38,62,42,55,64
20160103,82,80,19,56,38,59
20160104,35,33,58,65,94,81
20160105,98,25,25,10,44,47
20160106,72,85,20,55,31,79
20160107,57,63,51,68,65,6
20160108,81,30,54,19,31,23
20160109,20,17,92,1,43,6
20160110,9,65,68,10,34,21
20160111,73,17,31,70,18,44
20160112,14,8,77,93,10,84
20160113,37,36,53,89,1,51
20160114,46,38,67,16,15,86
20160115,13,6,11,95,87,91
20160116,58,19,48,4,21,78
20160117,83,15,25,45,60,70
20160118,81,74,18,92,72,99
20160119,64,19,62,18,93,27
20160120,71,23,62,8,2,8
20160121,22,39,0,33,40,42
20160122,58,97,29,42,74,7
20160123,57,24,7,28,6,43
20160124,14,19,61,21,89,9
20160125,83,95,58,69,12,20
20160126,20,63,45,71,79,19
20160127,4,94,27,23,27,71
20160128,87,19,3,48,86,44
20160129,64,32,73,19,20,19
20160130,1,17,40,1,41,88
20160131,54,95,55,29,76,4
20160132,87,31,16,84,60,80
20160133,80,40,1,81,52,51
20160134,40,84,63,63,37,60
20160135,7,57,13,78,66,96
20160136,75,93,12,7,74,94
20160137,78,25,86,46,39,18
20160138,32,70,43,53,34,3
20160139,66,52,86,33,66,77
20160140,10,21,34,59,84,15
20160141,68,43,47,4,65,17
20160142,13,45,63,49,12,69
20160143,44,69,81,48,46,28
20160144,34,2,93,45,52,51
20160145,32,40,12,82,29,79
20160146,65,19,50,99,29,86
20160147,17,8,90,37,55,5
20160148,69,20,61,80,86,17
20160149,74,0,36,67,26,59
20160150,6,41,62,33,95,13
20160151,50,66,65,7,32,13
20160152,74,10,87,6,80,51
20160153,67,74,23,66,32,27
20160154,68,34,51,75,88,77
20160155,39,13,97,31,17,75
20160156,94,98,89,67,92,32
20160157,55,35,80,0,17,11
20160158,22,5,91,7,83,74
20160159,17,47,77,97,59,48
20160160,87,46,84,96,71,96
20160161,57,30,60,94,98,87
20160162,42,52,62,3,91,85
20160163,59,36,85,41,39,51
20160164,23,50,32,69,35,25
20160165,54,78,45,27,84,64
20160166,16,31,47,96,43,69
20160167,71,26,42,1,93,29
20160168,4,81,87,3,56,60
20160169,76,87,52,98,76,81
20160170,75,52,73,89,14,42
20160171,65,66,46,85,52,73
20160172,37,12,90,50,91,39
20160173,2,59,87,47,19,5
20160174,32,9,11,33,81,42
20160175,55,52,23,25,56,93
20160176,72,11,95,84,91,48
20160177,43,70,78,81,38,76
20160178,26,49,55,29,74,22
20160179,97,22,66,30,86,65
20160180,51,42,5,92,88,35
20160181,6,37,57,92,1,54
20160182,92,98,89,51,84,44
20160183,12,6,50,83,35,86
20160184,80,48,54,93,76,3
20160185,69,60,64,2,37,51
20160186,48,96,83,85,18,6
20160187,1,7,89,18,78,92
20160188,10,91,18,34,28,93
20160189,26,74,7,59,41,45
20160190,16,14,41,21,44,43
20160191,40,14,50,96,32,5
20160192,49,96,15,52,38,95
20160193,34,19,77,19,45,82
20160194,76,84,60,43,34,20
20160195,55,36,55,6,81,46
20160196,77,91,9,93,62,56
20160197,95,75,4,91,60,82
20160198,94,38,25,35,20,72
20160199,82,73,94,36,89,61
20160200,27,3,95,2,31,13
20160201,57,31,37,46,5,79
20160202,8,22,62,54,72,40
20160203,65,50,65,11,84,93
20160204,98,20,3,25,14,93
20160205,19,45,25,56,80,49
20160206,10,4,64,2,47,73
20160207,81,9,13,65,46,8
20160208,25,25,45,14,13,13
20160209,70,45,43,5,34,37
20160210,56,0,89,73,30,41
20160211,97,82,97,25,67,96
20160212,19,35,7,18,94,3
20160213,91,21,40,80,30,94
20160214,27,58,61,10,67,46
20160215,82,30,94,3,76,69
20160216,69,48,49,41,81,83
20160217,72,98,22,38,93,92
20160218,84,34,73,29,10,5
20160219,1,85,21,10,44,47
20160220,93,17,70,49,37,4
20160221,13,30,15,18,75,82
20160222,51,67,77,43,16,96
20160223,49,97,19,0,90,39
20160224,15,34,15,69,12,89
20160225,33,46,36,31,80,13
20160226,50,57,67,69,22,8
20160227,43,45,66,6,22,99
20160228,38,2,25,85,85,64
20160229,27,52,84,90,53,41
20160230,31,85,8,82,28,10
20160231,55,84,36,22,64,21
20160232,72,82,53,87,6,55
20160233,49,39,46,14,51,51
20160234,39,38,65,60,33,54
20160235,43,84,74,46,67,81
20160236,74,75,64,39,43,2
20160237,15,85,71,60,36,26
20160238,81,73,8,29,96,66
20160239,4,74,33,66,48,42
20160240,16,90,53,24,25,10
20160241,64,69,47,8,59,7
20160242,23,31,75,8,10,85
20160243,96,86,0,64,78,82
20160244,54,11,27,25,76,20
20160245,7,67,58,24,37,59
20160246,81,44,17,71,39,7
20160247,56,18,56,21,98,37
20160248,78,46,7,77,31,19
20160249,2,4,24,36,18,29
20160250,87,53,42,50,38,31
20160251,82,20,82,73,23,61
20160252,7,91,59,57,28,93
20160253,50,10,76,91,49,36
20160254,86,36,7,88,27,47
20160255,96,23,32,5,28,80
20160256,78,29,93,63,51,54
20160257,87,88,68,46,72,82
20160258,3,81,18,44,60,69
20160259,47,67,25,34,25,62
20160260,33,72,50,91,61,1
20160261,63,14,8,70,5,81
20160262,78,62,45,4,20,22
20160263,41,29,1,29,92,65
20160264,69,38,29,89,94,97
20160265,47,99,41,33,87,13
20160266,23,11,53,34,6,76
20160267,41,2,36,52,55,1
20160268,43,51,90,37,27,53
20160269,57,30,71,1,56,98
20160270,33,8,56,43,95,19
20160271,47,37,27,85,20,34
20160272,86,40,43,27,61,37
20160273,8,38,58,75,15,91
20160274,81,92,36,4,92,4
20160275,35,52,3,62,29,28
20160276,86,75,59,65,65,67
20160277,18,55,86,95,90,62
20160278,46,6,76,1,40,57
20160279,43,86,61,24,12,9
20160280,49,40,66,44,15,85
20160281,56,48,82,81,80,68
20160282,33,33,70,65,15,61
20160283,67,85,97,70,1,25
20160284,51,42,35,33,24,47
20160285,22,40,33,52,87,2
20160286,76,61,93,92,53,27
20160287,30,92,79,64,43,57
20160288,33,75,6,52,31,16
20160289,13,72,25,25,34,53
20160290,45,56,71,17,67,69
20160291,86,28,30,7,43,47
20160292,59,0,71,75,38,0
20160293,49,29,75,14,84,67
20160294,14,32,92,20,11,64
20160295,75,65,31,74,57,94
20160296,3,97,6,49,96,19
20160297,52,19,76,66,74,85
20160298,47,71,79,83,89,73
20160299,31,15,95,16,51,59
20160300,18,2,36,33,17,84
20160301,31,4,42,56,26,76
20160302,11,59,63,20,35,33
20160303,22,99,25,3,43,20
20160304,64,96,67,84,59,90
20160305,21,10,26,63,61,2
20160306,85,55,73,42,11,10
20160307,77,90,89,23,43,8
20160308,2,1,47,46,36,86
20160309,73,92,92,85,46,99
20160310,68,62,68,63,76,70
20160311,16,78,31,75,62,37
20160312,21,14,0,39,91,20
20160313,80,53,32,74,25,4
20160314,86,53,72,75,14,44
20160315,95,46,47,41,50,71
20160316,16,15,36,93,8,77
20160317,4,16,31,97,13,26
20160318,82,13,60,19,61,27
20160319,1,39,49,92,98,2
20160320,47,69,9,86,82,35
20160321,12,61,85,9,96,69
20160322,58,41,31,9,25,24
20160323,16,6,50,96,28,30
20160324,33,99,12,53,57,59
20160325,90,57,99,75,43,62
20160326,31,76,66,89,75,41
20160327,82,79,65,35,35,49
20160328,20,1,32,23,83,45
20160329,46,33,88,14,52,80
20160330,3,96,6,68,46,12
20160331,8,76,67,77,66,40
20160332,81,21,40,24,17,28
20160333,82,85,99,75,61,17
20160334,49,80,44,97,1,82
20160335,11,49,37,58,66,29
20160336,68,27,19,31,12,45
20160337,24,88,78,86,99,86
20160338,73,49,63,84,10,13
20160339,37,42,64,93,4,55
20160340,34,41,24,30,4,7
20160341,22,93,27,14,61,87
20160342,63,26,7,47,94,21
20160343,18,59,85,41,27,96
20160344,69,74,24,99,89,31
20160345,75,92,0,74,32,50
20160346,48,41,80,69,21,88
20160347,26,82,29,22,95,82
20160348,26,89,91,45,74,7
20160349,67,94,3,21,95,81
20160350,16,98,20,62,34,66
20160351,75,20,32,49,94,79
20160352,78,17,19,41,77,11
20160353,65,69,64,64,94,89
20160354,24,30,19,99,0,88
20160355,81,50,9,24,12,18
20160356,55,7,74,68,27,73
20160357,93,48,24,6,87,64
20160358,9,85,66,28,97,93
20160359,90,3,23,13,79,88
20160360,7,19,83,89,84,71
20160361,23,42,69,30,37,39
20160362,41,51,98,32,10,30
20160363,32,11,95,39,79,42
20160364,49,82,57,16,5,82
20160365,43,57,19,90,17,15
20160366,97,66,78,92,42,66
20160367,90,99,3,12,59,45
20160368,63,33,21,55,53,47
20160369,96,4,23,22,69,58
20160370,1,60,24,46,70,42
20160371,74,88,44,63,34,36
20160372,42,64,62,21,77,85
20160373,32,20,59,72,86,97
20160374,47,39,62,86,77,30
20160375,38,86,13,44,67,41
20160376,30,83,91,34,30,15
20160377,69,86,4,83,74,59
20160378,89,96,72,81,27,11
20160379,94,55,58,78,55,37
20160380,87,78,80,79,43,87
20160381,40,57,50,49,19,7
20160382,73,10,27,19,26,92
20160383,17,87,11,71,82,97
20160384,68,15,45,75,11,68
20160385,14,28,98,27,72,95
20160386,2,2,74,73,2,35
20160387,67,26,29,40,15,78
20160388,83,4,82,11,9,60
20160389,80,78,88,53,51,15
20160390,8,21,82,52,75,52
20160391,68,3,81,85,22,26
20160392,98,42,62,27,51,92
20160393,9,3,80,46,77,90
20160394,21,34,15,36,25,90
20160395,38,45,52,72,68,12
20160396,27,7,47,22,6,19
20160397,54,90,90,88,77,24
20160398,19,37,68,96,2,77
20160399,4,71,85,24,71,19
20160400,30,65,10,16,0,83
20160401,67,44,94,66,66,18
20160402,42,90,27,31,80,23
20160403,43,46,59,34,17,50
20160404,73,5,58,74,7,65
20160405,83,94,36,84,55,85
20160406,32,91,67,15,17,86
20160407,29,41,92,90,6,56
20160408,56,38,99,14,42,78
20160409,41,94,63,99,65,95
20160410,84,14,24,74,67,69
20160411,12,48,62,93,20,57
20160412,28,56,14,1,90,83
20160413,2,97,0,26,5,21
20160414,53,75,0,6,62,85
20160415,48,93,1,35,43,66
20160416,24,40,56,62,2,51
20160417,85,87,89,65,50,23
20160418,43,22,78,2,69,50
20160419,34,67,83,98,46,21
20160420,12,13,50,22,46,96
20160421,49,66,10,79,51,90
20160422,41,48,47,36,39,60
20160423,72,1,11,13,10,32
20160424,74,25,33,20,58,43
20160425,46,66,28,55,3,89
20160426,89,94,71,56,76,42
20160427,33,79,90,55,15,95
20160428,35,93,49,87,5,84
20160429,14,74,54,72,6,62
20160430,89,2,30,75,62,2
20160431,56,17,18,83,40,86
20160432,92,60,28,30,90,97
20160433,7,70,16,14,71,6
20160434,33,1,80,31,13,56
20160435,18,4,0,6,46,73
20160436,10,10,68,36,94,14
20160437,1,9,70,54,40,31
20160438,37,43,19,55,34,72
20160439,31,60,24,41,98,88
20160440,72,20,29,2,92,52
20160441,32,62,85,44,25,83
20160442,42,78,76,28,44,23
20160443,18,74,66,43,16,77
20160444,92,77,27,35,19,76
20160445,27,19,21,29,39,95
20160446,15,75,81,18,83,90
20160447,29,99,68,98,79,41
20160448,87,49,69,45,92,48
20160449,45,90,22,23,17,87
20160450,46,80,76,20,60,5
20160451,19,73,63,24,21,35
20160452,15,3,72,40,38,47
20160453,63,69,33,36,23,16
20160454,43,90,50,19,35,91
20160455,77,73,14,0,4,47
20160456,36,18,85,81,97,33
20160457,87,77,67,70,16,90
20160458,73,41,68,26,15,90
20160459,15,58,89,93,17,13
20160460,25,67,20,59,35,18
20160461,77,30,30,76,13,92
20160462,67,83,64,44,66,61
20160463,74,23,29,31,91,89
20160464,74,5,30,15,94,69
20160465,25,39,91,97,98,38
20160466,79,52,15,6,33,48
20160467,64,66,93,25,80,46
20160468,0,47,45,60,34,70
20160469,40,48,46,11,11,60
20160470,83,2,80,82,8,24
20160471,63,14,75,33,90,39
20160472,60,1,59,0,62,94
20160473,94,60,83,29,55,3
20160474,73,9,60,82,38,23
20160475,35,45,80,32,67,40
20160476,95,23,14,59,41,45
20160477,65,87,89,55,49,65
20160478,17,79,55,6,63,65
20160479,27,55,67,91,54,34
20160480,63,0,15,0,30,36
20160481,11,40,5,16,0,23
20160482,38,1,42,21,10,40
20160483,56,22,54,11,35,63
20160484,20,9,95,77,66,89
20160485,90,8,36,5,45,84
20160486,59,93,46,77,6,38
20160487,30,29,1,69,79,62
20160488,23,21,26,14,35,94
20160489,36,32,39,34,50,69
20160490,49,77,29,7,12,82
20160491,86,8,18,76,42,35
20160492,95,39,5,22,17,98
20160493,88,81,78,11,78,64
20160494,0,50,54,53,11,23
20160495,78,65,14,38,23,50
20160496,92,90,90,83,32,30
20160497,73,35,36,23,71,34
20160498,50,12,95,75,58,24
20160499,13,33,12,89,29,25
20160500,65,66,13,12,64,95
20160501,82,40,37,82,90,15
20160502,68,93,52,26,28,54
20160503,1,40,95,78,66,44
20160504,27,29,50,13,55,40
20160505,18,92,98,29,68,24
20160506,38,76,0,39,72,50
20160507,16,83,53,1,19,95
20160508,77,24,79,9,64,91
20160509,1,75,91,98,78,73
20160510,66,56,2,19,76,0
20160511,47,35,34,14,12,37
20160512,31,4,41,43,65,17
20160513,43,72,2,11,49,71
20160514,71,93,23,98,47,51
20160515,58,58,15,77,1,15
20160516,65,7,33,24,78,92
20160517,88,5,44,85,72,21
20160518,26,15,41,97,59,2
20160519,18,49,1,47,50,60
20160520,2,97,5,12,5,65
20160521,2,35,2,30,96,53
20160522,38,67,1,14,11,96
20160523,78,61,3,51,80,1
20160524,15,62,81,92,27,15
20160525,4,34,10,2,73,56
20160526,20,40,4,58,14,28
20160527,62,94,31,5,22,91
20160528,16,11,33,65,35,87
20160529,13,51,46,45,10,11
20160530,16,43,97,61,27,30
20160531,9,22,88,64,47,82
20160532,94,58,25,48,22,90
20160533,94,45,91,23,1,14
20160534,95,85,54,85,97,97
20160535,71,50,27,40,13,84
20160536,33,7,30,81,60,49
20160537,13,26,99,54,81,34
20160538,12,27,19,57,10,14
20160539,7,58,4,60,77,55
20160540,46,79,89,25,90,10
20160541,1,33,49,10,27,80
20160542,43,10,82,88,34,45
20160543,22,11,92,65,20,62
20160544,74,46,57,24,48,93
20160545,43,56,59,66,18,11
20160546,16,66,74,9,34,18
20160547,42,5,18,6,51,74
20160548,71,92,41,21,20,60
20160549,88,0,43,32,26,23
20160550,10,79,27,31,53,33
20160551,0,11,94,5,92,53
20160552,40,97,8,14,75,99
20160553,40,8,90,10,76,88
20160554,74,51,15,43,68,66
20160555,62,92,59,26,30,92
20160556,18,76,49,57,11,94
20160557,78,48,35,44,90,85
20160558,97,39,37,59,86,22
20160559,45,28,66,33,78,43
20160560,52,84,22,99,37,54
20160561,92,8,99,45,80,68
20160562,55,77,5,47,13,13
20160563,75,92,6,74,50,92
20160564,73,51,37,32,11,86
20160565,70,81,15,7,62,12
20160566,21,44,97,19,37,75
20160567,61,35,52,1,82,86
20160568,46,86,87,92,83,23
20160569,67,82,80,58,3,90
20160570,67,25,40,65,62,55
20160571,72,32,87,21,79,55
20160572,49,46,52,20,51,84
20160573,84,78,88,67,1,98
20160574,78,20,89,8,78,40
20160575,54,65,28,99,41,80
20160576,1,70,61,87,64,81
20160577,61,16,7,6,48,55
20160578,76,46,27,9,47,18
20160579,27,49,0,28,28,59
20160580,94,12,89,14,71,6
20160581,46,34,22,60,21,39
20160582,71,35,1,0,57,94
20160583,53,41,3,29,11,20
20160584,97,83,38,93,24,43
20160585,39,49,88,80,6,42
20160586,46,21,44,87,67,97
20160587,80,38,56,84,28,23
20160588,55,70,24,75,15,73
20160589,23,15,10,63,86,64
20160590,64,61,66,50,90,51
20160591,14,96,78,48,45,11
20160592,79,69,39,13,30,35
20160593,49,76,56,89,24,85
20160594,80,13,43,59,96,30
20160595,15,67,77,8,4,34
20160596,25,1,22,42,48,33
20160597,91,40,1,31,65,29
20160598,48,51,26,4,21,7
20160599,18,52,91,50,13,74
20160600,38,41,80,65,90,57
20160601,0,16,43,39,55,79
20160602,70,21,82,76,31,2
20160603,2,80,87,69,14,55
20160604,56,32,33,3,77,22
20160605,27,14,38,75,80,46
20160606,45,72,8,36,32,57
20160607,97,83,57,59,5,26
20160608,24,15,24,48,30,67
20160609,17,20,38,44,38,95
20160610,66,51,87,35,90,15
20160611,66,30,4,80,39,82
20160612,72,50,30,93,52,82
20160613,5,23,82,22,46,20
20160614,28,81,18,0,69,89
20160615,92,45,57,63,12,80
20160616,44,25,89,82,88,89
20160617,44,64,66,36,62,17
20160618,11,29,56,71,43,35
20160619,12,96,90,66,85,28
20160620,67,9,36,25,22,55
20160621,60,65,93,83,28,52
20160622,4,76,83,38,25,34
20160623,53,20,44,50,9,33
20160624,80,21,84,71,51,83
20160625,64,95,99,60,3,9
20160626,13,51,53,48,21,21
20160627,26,79,47,37,43,79
20160628,40,40,62,66,30,81
20160629,78,13,80,4,81,23
20160630,72,8,97,31,57,57
20160631,74,34,77,37,21,89
